On offshore,Province name,Municipality name,longitude,latitude,Start,Type,Status,Result,Current owner,Operator,oil or gas?
ON,Drenthe,Emmen,6.96607197,52.6473073,24-06-1984,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91824839,52.65697491,16-09-1984,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.8417731,52.65920238,21-05-1985,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.8570005,52.65088097,14-03-1986,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88285847,52.67368383,02-11-1998,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83808521,52.6674894,26-06-1993,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91143458,52.66124193,16-05-1991,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Emmen,6.90571547,52.6557245,20-03-1991,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90546852,52.6609857,23-04-1991,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90547069,52.66104858,13-04-1991,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88329757,52.67364325,20-08-1995,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88329757,52.67364325,23-10-1995,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90534814,52.66092432,02-04-1996,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Emmen,6.93392294,52.65297004,05-06-1996,Development hydrocarbon,Plugged and abandoned,Oil shows,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Groningen,Slochteren,6.85803775,53.26541684,24-09-1971,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.86222881,53.26478015,27-01-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.86117969,53.26478198,19-02-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.86013072,53.2647838,11-03-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.85908161,53.2647857,04-04-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.8580328,53.26478749,27-04-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.85908643,53.26541487,25-05-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.8601348,53.2654128,19-06-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.8601348,53.2654128,27-01-1973,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.86118347,53.26541081,31-07-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.86223215,53.2654088,19-10-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.86328082,53.2654067,22-11-1972,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Grootegast,6.28544987,53.22403093,15-11-1989,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Grootegast,6.28530296,53.224361,03-01-2003,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.13350638,51.99847709,03-01-1997,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.14458383,51.99518867,27-03-2005,Exploration hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.14450281,51.99525892,31-10-2005,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Friesland,Weststellingwerf,5.84676971,52.81075784,03-01-1983,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Holland,Wieringermeer,4.90951998,52.83552045,24-10-1964,Exploration hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Noord-Holland,Wieringermeer,4.90908917,52.83556366,25-05-1985,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Noord-Holland,Wieringermeer,4.90883068,52.83568538,06-08-1988,Development hydrocarbon,Suspended,Gas,Vermilion Energy Netherlands B.V.,Elf Petroland B.V.,Y
ON,Noord-Holland,Wieringermeer,4.90890546,52.83551008,18-04-2015,Exploration hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Vermilion Oil & Gas Netherlands B.V.,Y
ON,Noord-Holland,Wieringermeer,4.90895481,52.83543488,31-05-2015,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Vermilion Oil & Gas Netherlands B.V.,Y
ON,Drenthe,Coevorden,6.8379507,52.80889248,16-12-1965,Observation,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.83747262,52.8084615,14-12-1975,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.83771135,52.8086654,07-03-1977,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.83799347,52.80893016,30-06-1979,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.83723299,52.80821222,16-07-1980,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.76693941,53.17037173,29-05-1959,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75520972,53.19316614,23-05-1960,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75416302,53.19318436,25-07-1963,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75413151,53.19255621,03-09-1963,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75517864,53.19253807,28-10-1963,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75625627,53.19314827,26-11-1964,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75730309,53.1931294,22-12-1964,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75622799,53.19251927,08-01-1965,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75727212,53.19250088,14-02-1965,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Boarnsterhim,5.75666852,53.09523171,24-05-1969,Exploration hydrocarbon,Plugged and abandoned,Gas,Petroland B.V.,Petroland B.V.,Y
ON,Friesland,Weststellingwerf,5.98254213,52.86801711,23-12-1962,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Weststellingwerf,5.99575287,52.85559796,28-10-2014,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Vermilion Oil & Gas Netherlands B.V.,Y
ON,Noord-Brabant,Waalwijk,5.00078304,51.7110714,09-08-1987,Exploration hydrocarbon,Plugged and abandoned,Gas shows,British Petroleum Exploratie Maatschappij Nederland B.V.,British Petroleum Exploratie Maatschappij Nederland B.V.,Y
ON,Groningen,Menterwolde,6.84481605,53.17304188,16-04-1966,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84377227,53.17305178,23-02-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84272458,53.1730609,12-03-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.8416781,53.17307037,29-03-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84169382,53.17369852,16-04-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84274065,53.17368996,01-05-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84378476,53.17368078,02-05-1970,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.8448347,53.17367153,26-08-1971,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.8406373,53.17307975,05-08-1972,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84064699,53.17370708,30-08-1972,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84691142,53.1730234,09-01-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.8458654,53.17303334,10-02-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84588104,53.17366168,27-02-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84692618,53.17365193,19-03-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84797476,53.17364222,05-04-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84795837,53.17301469,21-04-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84902038,53.17363325,28-07-1970,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.84900383,53.17300573,24-09-1971,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.85004808,53.17299668,26-10-1972,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Spijkenisse,4.36349494,51.84312361,25-05-1990,Exploration hydrocarbon,Suspended,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Spijkenisse,4.31072103,51.84157144,11-07-1992,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Noord-Holland,Haarlemmermeer,4.71999688,52.27342053,26-01-1970,Exploration hydrocarbon,Suspended,Gas shows,BP Nederland Energie B.V.,Amoco Netherlands Petroleum Company,Y
ON,Noord-Holland,Haarlemmermeer,4.71999688,52.27342053,18-05-1970,Exploration hydrocarbon,Suspended,Gas shows,Taqa Energy B.V.,Amoco Netherlands Petroleum Company,Y
ON,Noord-Holland,Schermer,4.77016183,52.60852148,09-07-1965,Appraisal hydrocarbon,Plugged and abandoned,Gas,Taqa Energy B.V.,Amoco Netherlands Petroleum Company,Y
ON,Noord-Holland,Schermer,4.78856726,52.59639686,18-11-1995,Development hydrocarbon,Closed-In,Gas,TAQA Offshore B.V.,Amoco Netherlands B.V.,Y
ON,Overijssel,Staphorst,6.22030545,52.61284784,03-03-1950,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Stadskanaal,6.96573376,53.01376358,25-06-1981,Exploration hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Holland,Graft-De Rijp,4.7816974,52.54688439,06-11-1974,Exploration hydrocarbon,Plugged and abandoned,Gas,Amoco Netherlands Petroleum Company,Amoco Netherlands Petroleum Company,Y
ON,Friesland,Gaasterlan-Sleat,5.61860307,52.88252292,05-05-1982,Exploration hydrocarbon,Plugged and abandoned,Gas shows,Amoco Netherlands Petroleum Company,Amoco Netherlands Petroleum Company,Y
ON,Zuid-Holland,Strijen,4.58685095,51.76239032,20-04-1964,Exploration hydrocarbon,Plugged and abandoned,Gas and oil shows,American Overseas Petroleum Ltd.,American Overseas Petroleum Ltd.,Y
ON,Friesland,Tytsjerksteradiel,5.92498569,53.18767895,11-06-1965,Exploration hydrocarbon,Plugged and abandoned,Gas,Vermilion Energy Netherlands B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Tytsjerksteradiel,5.92498569,53.18767895,07-05-1991,Development hydrocarbon,Plugged and abandoned,Gas,Vermilion Energy Netherlands B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Tytsjerksteradiel,5.97890877,53.17862892,15-06-1997,Appraisal hydrocarbon,Suspended,Gas,Vermilion Energy Netherlands B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Tytsjerksteradiel,5.97862556,53.17895033,04-02-1978,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91513698,53.18081608,12-05-1966,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91514552,53.18144352,18-05-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91619239,53.18143917,23-06-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.9172394,53.18143489,09-07-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91828612,53.18143052,07-08-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91827944,53.18080207,22-08-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91723248,53.18080734,20-06-1970,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91618414,53.18081208,30-07-1970,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91380408,53.1814473,21-09-1971,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91379798,53.18082046,31-05-1972,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.92037216,53.1807951,03-02-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91932495,53.18079788,10-05-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.91933106,53.1814267,29-05-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.92037852,53.18142221,03-07-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.92142552,53.18141745,14-08-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.92141809,53.18079008,05-09-1968,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.92247267,53.18141267,21-11-1969,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.92246641,53.18078502,22-03-1970,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.92352222,53.18140813,13-09-1971,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.92351652,53.18077993,25-04-1972,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.92248036,53.18204282,11-10-1974,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Vlagtwedde,7.0710066,52.89139679,29-03-1983,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Ten Boer,6.64600768,53.26098363,01-09-1955,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Ten Boer,6.64600768,53.26098363,28-02-1961,Exploration hydrocarbon,Suspended,Gas,Nerderlandse Aardolie Maatschappij B.V.,Nerderlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Ten Boer,6.64600768,53.26098363,26-05-1961,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,,,5.29582289,53.44257498,21-12-1992,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Terschelling,5.1481103,53.36705346,10-03-1989,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Tytsjerksteradiel,6.06847218,53.20415296,21-07-1986,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Tytsjerksteradiel,6.01647455,53.19585974,05-12-1971,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Tytsjerksteradiel,6.01526692,53.1954991,09-02-1975,Development hydrocarbon,Suspended,Gas,Vermilion Energy Netherlands B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
