On offshore,Province name,Municipality name,longitude,latitude,Start,Type,Status,Result,Current owner,Operator,oil or gas?
ON,Zuid-Holland,Rotterdam,4.54109494,51.89276181,17-03-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.52845992,51.89941144,05-05-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.52845992,51.89941144,13-08-1977,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.52840318,51.89933912,29-05-1960,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.52840318,51.89933912,10-05-1977,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54857076,51.88917511,18-06-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54857076,51.88917511,31-03-1990,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54854222,51.88914794,19-07-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54854222,51.88914794,18-03-1982,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54854222,51.88914794,03-04-1982,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56316408,51.88709422,05-08-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56316408,51.88709422,26-09-1977,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54377053,51.88952724,19-08-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54377053,51.88952724,21-06-1982,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56317926,51.88705837,21-08-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56317926,51.88705837,06-04-1979,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.5437989,51.8895634,10-09-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.5437989,51.8895634,14-05-1981,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55316144,51.88993586,06-10-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55316144,51.88993586,27-06-1979,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55316144,51.88993586,10-04-1987,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55834666,51.88524466,25-03-1961,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55834666,51.88524466,25-03-1977,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56243398,51.88888678,10-05-1961,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56243398,51.88888678,12-12-1980,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.5475971,51.89308711,08-07-1961,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54753917,51.89307771,13-08-1961,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54753917,51.89307771,27-09-1978,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56241896,51.88891364,04-10-1961,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56453334,51.8837062,28-10-1961,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56454836,51.88367934,14-11-1961,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56454836,51.88367934,23-08-1977,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55411511,51.88785732,20-11-1961,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55411511,51.88785732,15-11-1964,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55411511,51.88785732,16-05-1974,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55411511,51.88785732,16-02-1984,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55411511,51.88785732,31-08-1990,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55621176,51.88837552,26-06-1962,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55621176,51.88837552,14-10-1967,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54109426,51.89279776,16-08-1962,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54109426,51.89279776,18-08-1987,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55828841,51.88525324,25-10-1962,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.5583904,51.88523598,20-11-1962,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.5583904,51.88523598,28-12-1968,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.5583904,51.88523598,25-01-1970,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56451816,51.88374204,19-12-1962,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56451816,51.88374204,24-01-1967,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.52604415,51.90264757,19-03-1963,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56450298,51.88377789,01-11-1968,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.56450298,51.88377789,16-01-1986,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.52834507,51.8993387,22-02-1977,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.52834507,51.8993387,23-03-1977,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55619547,51.88840021,29-04-1977,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54851367,51.88912077,16-07-1977,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55309082,51.8898275,13-12-1980,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.55309082,51.8898275,02-02-1981,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54484501,51.89265394,07-03-1981,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54484686,51.89255508,01-04-1981,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.53371856,51.89563867,22-09-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.53681851,51.89611957,08-10-1981,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.53676058,51.89611016,26-10-1981,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.53379102,51.89564819,03-02-1983,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.54474602,51.89250941,03-09-1987,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.53435618,51.8957242,08-10-1987,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.53428372,51.89571469,29-10-1987,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Groningen,Vlagtwedde,7.13999698,52.98610697,14-11-1997,Exploration hydrocarbon,Plugged and abandoned,Gas shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Kampen,5.96584947,52.59289826,22-09-1969,Exploration hydrocarbon,Plugged and abandoned,Gas shows,Signal (Netherlands) Petroleum Company,Signal (Netherlands) Petroleum Company,Y
ON,Friesland,Kollumerland c.a.,6.28357173,53.32427262,02-01-2007,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Brabant,Veghel,5.59940827,51.58224378,15-01-1992,Exploration hydrocarbon,Plugged and abandoned,Oil shows,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Y
ON,,,4.16392363,52.07222608,29-05-1986,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Friesland,Kollumerland c.a.,6.17354216,53.31328984,15-11-1996,Exploration hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Kollumerland c.a.,6.20501514,53.27134724,18-01-1981,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Kollumerland c.a.,6.20488496,53.27130347,25-06-1991,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.76365458,53.20816356,07-03-1966,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.76259095,53.20754321,17-12-1970,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.76154362,53.20755224,11-01-1971,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.76049629,53.20756127,11-06-1980,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75944911,53.20757028,12-02-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75840177,53.20757929,27-02-1971,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75841559,53.20820845,19-01-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.75946339,53.20819953,03-02-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.76051118,53.20819051,01-03-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.76155898,53.20818157,06-04-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.76260678,53.20817253,06-05-1971,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.76363724,53.20753426,28-02-1984,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Holland,Anna Paulowna,4.86714461,52.81141215,20-03-1981,Exploration hydrocarbon,Plugged and abandoned,Gas shows,Petroland B.V.,Petroland B.V.,Y
ON,Gelderland,Zaltbommel,5.18104577,51.74785479,27-06-1988,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Groningen,Hoogezand-Sappemeer,6.77502092,53.1323036,22-08-1997,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Hoogezand-Sappemeer,6.77547268,53.13242119,08-05-2012,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,s-Gravenhage,4.39936543,52.06918231,09-10-1957,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Nederlek,4.6619076,51.90780742,22-09-1959,Exploration hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Friesland,Tytsjerksteradiel,5.98602668,53.15452897,15-07-1968,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Boarnsterhim,5.85273559,53.11835399,19-10-1968,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Smallingerland,6.07949945,53.11342905,04-12-1968,Appraisal hydrocarbon,Plugged and abandoned,Gas shows,Petroland B.V.,Petroland B.V.,Y
ON,Friesland,Boarnsterhim,5.87023445,53.11387267,25-12-1969,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Tytsjerksteradiel,5.93816269,53.1370384,08-02-1970,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Tytsjerksteradiel,5.96893766,53.13603126,03-11-1969,Appraisal hydrocarbon,Plugged and abandoned,Gas,Petroland B.V.,Petroland B.V.,Y
ON,Friesland,Boarnsterhim,5.87096615,53.11394637,18-10-1969,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Tytsjerksteradiel,5.98107213,53.14520762,06-08-1986,Development hydrocarbon,Suspended,Gas,Vermilion Energy Netherlands B.V.,Elf Petroland,Y
ON,Friesland,Tytsjerksteradiel,5.98107213,53.14520762,24-01-2014,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Vermilion Oil & Gas Netherlands B.V.,Y
ON,Friesland,Tytsjerksteradiel,5.93897579,53.13629478,09-04-1970,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Smallingerland,5.9544183,53.12120146,19-05-1980,Development hydrocarbon,Suspended,Gas,Vermilion Energy Netherlands B.V.,Elf Petroland B.V.,Y
ON,Friesland,Smallingerland,5.91437554,53.10675887,17-09-1981,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Elf Petroland B.V.,Y
ON,Friesland,Smallingerland,5.91431181,53.10630627,28-10-1981,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Elf Petroland B.V.,Y
ON,Friesland,Boarnsterhim,5.8531794,53.11880524,18-04-1987,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Elf Petroland B.V.,Y
ON,Zuid-Holland,Westland,4.22117265,51.97883046,19-08-1955,Exploration hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.22762626,51.97888653,28-08-1956,Exploration hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.21495,51.97966748,23-08-1956,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.2344534,51.9797344,14-01-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.22318241,51.98271551,17-01-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.23446796,51.97973455,25-01-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.22935385,51.98161688,29-03-1957,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.22935385,51.98161688,08-03-1983,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.23185598,51.98281001,27-04-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.20499977,52.00483515,31-05-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.22754808,51.97883057,07-07-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.23101742,51.9797636,02-07-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.23100287,51.97976346,11-07-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.23582904,51.98228269,25-09-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.24500828,51.98652495,30-12-1957,Development hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.22583709,51.98532151,31-12-1957,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.21744954,51.98556783,18-05-1958,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.21734832,51.9855581,21-06-1958,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.19658839,52.00622448,05-07-1958,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.21724825,51.98554911,12-09-1958,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.21714616,51.98553928,25-09-1958,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.20027637,51.99455845,16-11-1958,Appraisal hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.18811701,52.02017882,21-01-1959,Appraisal hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.20090415,52.00385011,18-04-1959,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.20085952,52.00388562,01-06-1959,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.20093446,52.00380548,27-06-1959,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.20097909,52.00376997,28-07-1959,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.22774856,51.97895839,07-01-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.21730405,51.98261225,07-09-1960,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.24073151,51.97764163,10-04-1963,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.24079472,51.97765708,09-05-1963,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.24066444,51.97762884,05-06-1963,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.19437957,52.00822457,04-07-1963,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.22429168,51.99102304,29-07-1963,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.21405823,51.9881619,16-09-1963,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.22583616,51.98535745,03-07-1965,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.24836836,51.97115994,26-02-1966,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.22313922,51.9826971,17-12-1966,Appraisal hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.24839883,51.9711063,05-03-1974,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.24844339,51.97107078,06-10-1974,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
